,Total Greenhouse Gas Emissions: Tonnes of CO2 Equivalent per Year: Transport
6/30/1975,0.026182338
7/7/1975,0.026182338
7/14/1975,0.026182338
7/21/1975,0.026182338
7/28/1975,0.026182338
8/4/1975,0.026182338
8/11/1975,0.026182338
8/18/1975,0.026182338
8/25/1975,0.026182338
9/1/1975,0.026182338
9/8/1975,0.026182338
9/15/1975,0.026182338
9/22/1975,0.026182338
9/29/1975,0.026182338
10/6/1975,0.026182338
10/13/1975,0.026182338
10/20/1975,0.026182338
10/27/1975,0.026182338
11/3/1975,0.026182338
11/10/1975,0.026182338
11/17/1975,0.026182338
11/24/1975,0.026182338
12/1/1975,0.026182338
12/8/1975,0.026182338
12/15/1975,0.026182338
12/22/1975,0.026182338
12/29/1975,0.026182338
1/5/1976,0.028532885
1/12/1976,0.028532885
1/19/1976,0.028532885
1/26/1976,0.028532885
2/2/1976,0.028532885
2/9/1976,0.028532885
2/16/1976,0.028532885
2/23/1976,0.028532885
3/1/1976,0.028532885
3/8/1976,0.028532885
3/15/1976,0.028532885
3/22/1976,0.028532885
3/29/1976,0.028532885
4/5/1976,0.028532885
4/12/1976,0.028532885
4/19/1976,0.028532885
4/26/1976,0.028532885
5/3/1976,0.028532885
5/10/1976,0.028532885
5/17/1976,0.028532885
5/24/1976,0.028532885
5/31/1976,0.028532885
6/7/1976,0.028532885
6/14/1976,0.028532885
6/21/1976,0.028532885
6/28/1976,0.028532885
7/5/1976,0.028532885
7/12/1976,0.028532885
7/19/1976,0.028532885
7/26/1976,0.028532885
8/2/1976,0.028532885
8/9/1976,0.028532885
8/16/1976,0.028532885
8/23/1976,0.028532885
8/30/1976,0.028532885
9/6/1976,0.028532885
9/13/1976,0.028532885
9/20/1976,0.028532885
9/27/1976,0.028532885
10/4/1976,0.028532885
10/11/1976,0.028532885
10/18/1976,0.028532885
10/25/1976,0.028532885
11/1/1976,0.028532885
11/8/1976,0.028532885
11/15/1976,0.028532885
11/22/1976,0.028532885
11/29/1976,0.028532885
12/6/1976,0.028532885
12/13/1976,0.028532885
12/20/1976,0.028532885
12/27/1976,0.028532885
1/3/1977,0.031029828
1/10/1977,0.031029828
1/17/1977,0.031029828
1/24/1977,0.031029828
1/31/1977,0.031029828
2/7/1977,0.031029828
2/14/1977,0.031029828
2/21/1977,0.031029828
2/28/1977,0.031029828
3/7/1977,0.031029828
3/14/1977,0.031029828
3/21/1977,0.031029828
3/28/1977,0.031029828
4/4/1977,0.031029828
4/11/1977,0.031029828
4/18/1977,0.031029828
4/25/1977,0.031029828
5/2/1977,0.031029828
5/9/1977,0.031029828
5/16/1977,0.031029828
5/23/1977,0.031029828
5/30/1977,0.031029828
6/6/1977,0.031029828
6/13/1977,0.031029828
6/20/1977,0.031029828
6/27/1977,0.031029828
7/4/1977,0.031029828
7/11/1977,0.031029828
7/18/1977,0.031029828
7/25/1977,0.031029828
8/1/1977,0.031029828
8/8/1977,0.031029828
8/15/1977,0.031029828
8/22/1977,0.031029828
8/29/1977,0.031029828
9/5/1977,0.031029828
9/12/1977,0.031029828
9/19/1977,0.031029828
9/26/1977,0.031029828
10/3/1977,0.031029828
10/10/1977,0.031029828
10/17/1977,0.031029828
10/24/1977,0.031029828
10/31/1977,0.031029828
11/7/1977,0.031029828
11/14/1977,0.031029828
11/21/1977,0.031029828
11/28/1977,0.031029828
12/5/1977,0.031029828
12/12/1977,0.031029828
12/19/1977,0.031029828
12/26/1977,0.031029828
1/2/1978,0.036579426
1/9/1978,0.036579426
1/16/1978,0.036579426
1/23/1978,0.036579426
1/30/1978,0.036579426
2/6/1978,0.036579426
2/13/1978,0.036579426
2/20/1978,0.036579426
2/27/1978,0.036579426
3/6/1978,0.036579426
3/13/1978,0.036579426
3/20/1978,0.036579426
3/27/1978,0.036579426
4/3/1978,0.036579426
4/10/1978,0.036579426
4/17/1978,0.036579426
4/24/1978,0.036579426
5/1/1978,0.036579426
5/8/1978,0.036579426
5/15/1978,0.036579426
5/22/1978,0.036579426
5/29/1978,0.036579426
6/5/1978,0.036579426
6/12/1978,0.036579426
6/19/1978,0.036579426
6/26/1978,0.036579426
7/3/1978,0.036579426
7/10/1978,0.036579426
7/17/1978,0.036579426
7/24/1978,0.036579426
7/31/1978,0.036579426
8/7/1978,0.036579426
8/14/1978,0.036579426
8/21/1978,0.036579426
8/28/1978,0.036579426
9/4/1978,0.036579426
9/11/1978,0.036579426
9/18/1978,0.036579426
9/25/1978,0.036579426
10/2/1978,0.036579426
10/9/1978,0.036579426
10/16/1978,0.036579426
10/23/1978,0.036579426
10/30/1978,0.036579426
11/6/1978,0.036579426
11/13/1978,0.036579426
11/20/1978,0.036579426
11/27/1978,0.036579426
12/4/1978,0.036579426
12/11/1978,0.036579426
12/18/1978,0.036579426
12/25/1978,0.036579426
1/1/1979,0.040216352
1/8/1979,0.040216352
1/15/1979,0.040216352
1/22/1979,0.040216352
1/29/1979,0.040216352
2/5/1979,0.040216352
2/12/1979,0.040216352
2/19/1979,0.040216352
2/26/1979,0.040216352
3/5/1979,0.040216352
3/12/1979,0.040216352
3/19/1979,0.040216352
3/26/1979,0.040216352
4/2/1979,0.040216352
4/9/1979,0.040216352
4/16/1979,0.040216352
4/23/1979,0.040216352
4/30/1979,0.040216352
5/7/1979,0.040216352
5/14/1979,0.040216352
5/21/1979,0.040216352
5/28/1979,0.040216352
6/4/1979,0.040216352
6/11/1979,0.040216352
6/18/1979,0.040216352
6/25/1979,0.040216352
7/2/1979,0.040216352
7/9/1979,0.040216352
7/16/1979,0.040216352
7/23/1979,0.040216352
7/30/1979,0.040216352
8/6/1979,0.040216352
8/13/1979,0.040216352
8/20/1979,0.040216352
8/27/1979,0.040216352
9/3/1979,0.040216352
9/10/1979,0.040216352
9/17/1979,0.040216352
9/24/1979,0.040216352
10/1/1979,0.040216352
10/8/1979,0.040216352
10/15/1979,0.040216352
10/22/1979,0.040216352
10/29/1979,0.040216352
11/5/1979,0.040216352
11/12/1979,0.040216352
11/19/1979,0.040216352
11/26/1979,0.040216352
12/3/1979,0.040216352
12/10/1979,0.040216352
12/17/1979,0.040216352
12/24/1979,0.040216352
12/31/1979,0.040216352
1/7/1980,0.041534343
1/14/1980,0.041534343
1/21/1980,0.041534343
1/28/1980,0.041534343
2/4/1980,0.041534343
2/11/1980,0.041534343
2/18/1980,0.041534343
2/25/1980,0.041534343
3/3/1980,0.041534343
3/10/1980,0.041534343
3/17/1980,0.041534343
3/24/1980,0.041534343
3/31/1980,0.041534343
4/7/1980,0.041534343
4/14/1980,0.041534343
4/21/1980,0.041534343
4/28/1980,0.041534343
5/5/1980,0.041534343
5/12/1980,0.041534343
5/19/1980,0.041534343
5/26/1980,0.041534343
6/2/1980,0.041534343
6/9/1980,0.041534343
6/16/1980,0.041534343
6/23/1980,0.041534343
6/30/1980,0.041534343
7/7/1980,0.041534343
7/14/1980,0.041534343
7/21/1980,0.041534343
7/28/1980,0.041534343
8/4/1980,0.041534343
8/11/1980,0.041534343
8/18/1980,0.041534343
8/25/1980,0.041534343
9/1/1980,0.041534343
9/8/1980,0.041534343
9/15/1980,0.041534343
9/22/1980,0.041534343
9/29/1980,0.041534343
10/6/1980,0.041534343
10/13/1980,0.041534343
10/20/1980,0.041534343
10/27/1980,0.041534343
11/3/1980,0.041534343
11/10/1980,0.041534343
11/17/1980,0.041534343
11/24/1980,0.041534343
12/1/1980,0.041534343
12/8/1980,0.041534343
12/15/1980,0.041534343
12/22/1980,0.041534343
12/29/1980,0.041534343
1/5/1981,0.041454465
1/12/1981,0.041454465
1/19/1981,0.041454465
1/26/1981,0.041454465
2/2/1981,0.041454465
2/9/1981,0.041454465
2/16/1981,0.041454465
2/23/1981,0.041454465
3/2/1981,0.041454465
3/9/1981,0.041454465
3/16/1981,0.041454465
3/23/1981,0.041454465
3/30/1981,0.041454465
4/6/1981,0.041454465
4/13/1981,0.041454465
4/20/1981,0.041454465
4/27/1981,0.041454465
5/4/1981,0.041454465
5/11/1981,0.041454465
5/18/1981,0.041454465
5/25/1981,0.041454465
6/1/1981,0.041454465
6/8/1981,0.041454465
6/15/1981,0.041454465
6/22/1981,0.041454465
6/29/1981,0.041454465
7/6/1981,0.041454465
7/13/1981,0.041454465
7/20/1981,0.041454465
7/27/1981,0.041454465
8/3/1981,0.041454465
8/10/1981,0.041454465
8/17/1981,0.041454465
8/24/1981,0.041454465
8/31/1981,0.041454465
9/7/1981,0.041454465
9/14/1981,0.041454465
9/21/1981,0.041454465
9/28/1981,0.041454465
10/5/1981,0.041454465
10/12/1981,0.041454465
10/19/1981,0.041454465
10/26/1981,0.041454465
11/2/1981,0.041454465
11/9/1981,0.041454465
11/16/1981,0.041454465
11/23/1981,0.041454465
11/30/1981,0.041454465
12/7/1981,0.041454465
12/14/1981,0.041454465
12/21/1981,0.041454465
12/28/1981,0.041454465
1/4/1982,0.043745442
1/11/1982,0.043745442
1/18/1982,0.043745442
1/25/1982,0.043745442
2/1/1982,0.043745442
2/8/1982,0.043745442
2/15/1982,0.043745442
2/22/1982,0.043745442
3/1/1982,0.043745442
3/8/1982,0.043745442
3/15/1982,0.043745442
3/22/1982,0.043745442
3/29/1982,0.043745442
4/5/1982,0.043745442
4/12/1982,0.043745442
4/19/1982,0.043745442
4/26/1982,0.043745442
5/3/1982,0.043745442
5/10/1982,0.043745442
5/17/1982,0.043745442
5/24/1982,0.043745442
