,Revenue: Tax: Taxes on International Trade: Customs and Other Import Duties as % of Tax Revenue
Region,Sri Lanka
Subnational,
Frequency,Weekly beginning at Monday
Unit,%
Source,World Bank
Status,Active
Series ID,264027002
SR Code,SR5466638
Trade Code,
Mnemonic,
Function Description,DISAGGREGATE(Weekly; Sunday; Distribute)
First Obs. Date,01/01/1990
Last Obs. Date,12/25/2023
Last Update Time,16/01/2025
Series remarks,"Customs and other import duties are all levies collected on goods that are entering the country or services delivered by nonresidents to residents. They include levies imposed for revenue or protection purposes and determined on a specific or ad valorem basis as long as they are restricted to imported goods or services.;International Monetary Fund, Government Finance Statistics Yearbook and data files.;;"
Suggestions,
Mean,0.35267447252536643
Variance,0.011796838434473598
Standard Deviation,0.1086132516522436
Skewness,0.19799187562005047
Kurtosis,-0.9552484848792444
Coefficient Variation,0.30797026752320866
Min,0.17025316442307695
Max,0.5684920626923077
Median,0.23640550500000002
Sum,
Subtract,
04/11/1994,0.43712536403846
04/18/1994,0.43712536403846
04/25/1994,0.43712536403846
05/02/1994,0.43712536403846
05/09/1994,0.43712536403846
05/16/1994,0.43712536403846
05/23/1994,0.43712536403846
05/30/1994,0.43712536403846
06/06/1994,0.43712536403846
06/13/1994,0.43712536403846
06/20/1994,0.43712536403846
06/27/1994,0.43712536403846
07/04/1994,0.43712536403846
07/11/1994,0.43712536403846
07/18/1994,0.43712536403846
07/25/1994,0.43712536403846
08/01/1994,0.43712536403846
08/08/1994,0.43712536403846
08/15/1994,0.43712536403846
08/22/1994,0.43712536403846
08/29/1994,0.43712536403846
09/05/1994,0.43712536403846
09/12/1994,0.43712536403846
09/19/1994,0.43712536403846
09/26/1994,0.43712536403846
10/03/1994,0.43712536403846
10/10/1994,0.43712536403846
10/17/1994,0.43712536403846
10/24/1994,0.43712536403846
10/31/1994,0.43712536403846
11/07/1994,0.43712536403846
11/14/1994,0.43712536403846
11/21/1994,0.43712536403846
11/28/1994,0.43712536403846
12/05/1994,0.43712536403846
12/12/1994,0.43712536403846
12/19/1994,0.43712536403846
12/26/1994,0.43712536403846
01/02/1995,0.39526390615385
01/09/1995,0.39526390615385
01/16/1995,0.39526390615385
01/23/1995,0.39526390615385
01/30/1995,0.39526390615385
02/06/1995,0.39526390615385
02/13/1995,0.39526390615385
02/20/1995,0.39526390615385
02/27/1995,0.39526390615385
03/06/1995,0.39526390615385
03/13/1995,0.39526390615385
03/20/1995,0.39526390615385
03/27/1995,0.39526390615385
04/03/1995,0.39526390615385
04/10/1995,0.39526390615385
04/17/1995,0.39526390615385
04/24/1995,0.39526390615385
05/01/1995,0.39526390615385
05/08/1995,0.39526390615385
05/15/1995,0.39526390615385
05/22/1995,0.39526390615385
05/29/1995,0.39526390615385
06/05/1995,0.39526390615385
06/12/1995,0.39526390615385
06/19/1995,0.39526390615385
06/26/1995,0.39526390615385
07/03/1995,0.39526390615385
07/10/1995,0.39526390615385
07/17/1995,0.39526390615385
07/24/1995,0.39526390615385
07/31/1995,0.39526390615385
08/07/1995,0.39526390615385
08/14/1995,0.39526390615385
08/21/1995,0.39526390615385
08/28/1995,0.39526390615385
09/04/1995,0.39526390615385
09/11/1995,0.39526390615385
09/18/1995,0.39526390615385
09/25/1995,0.39526390615385
10/02/1995,0.39526390615385
10/09/1995,0.39526390615385
10/16/1995,0.39526390615385
10/23/1995,0.39526390615385
10/30/1995,0.39526390615385
11/06/1995,0.39526390615385
11/13/1995,0.39526390615385
11/20/1995,0.39526390615385
11/27/1995,0.39526390615385
12/04/1995,0.39526390615385
12/11/1995,0.39526390615385
