Reporter Name,Partner Name,Year,Trade Flow,Product Group,Import (US$ Thousand),Import Product Share (%),AHS Simple Average (%),AHS Weighted Average (%),AHS Total Tariff Lines,AHS Dutiable Tariff Lines Share (%),AHS Duty Free Tariff Lines Share (%),AHS Specific Tariff Lines Share (%),AHS AVE Tariff Lines Share (%),AHS MaxRate (%),AHS MinRate (%),AHS SpecificDuty Imports (US$ Thousand),AHS Dutiable Imports (US$ Thousand),AHS Duty Free Imports (US$ Thousand),MFN Simple Average (%),MFN Weighted Average (%),MFN Total Tariff Lines,MFN Dutiable Tariff Lines Share (%),MFN Duty Free Tariff Lines Share (%),MFN Specific Tariff Lines Share (%),MFN AVE Tariff Lines Share (%),MFN MaxRate (%),MFN MinRate (%),MFN SpecificDuty Imports (US$ Thousand),MFN Dutiable Imports (US$ Thousand),MFN Duty Free Imports (US$ Thousand)
Sri Lanka,"Korea, Rep.",2012,Import,Fuels,10228.38,3.17,4.79,9.04,22,31.82,59.09,9.09,0,30,0,10738.76,10838.35,130.97,4.79,9.04,22,31.82,59.09,9.09,0,30,0,10738.76,10838.35,130.97
Sri Lanka,Kuwait,2012,Import,Fuels,614.52,4.33,9.38,4.59,15,40,46.67,13.33,0,30,0,932.06,964.01,0,9.38,4.59,15,40,46.67,13.33,0,30,0,932.06,964.01,0
Sri Lanka,Maldives,2012,Import,Fuels,0,0,4.69,0.03,10,40,50,10,0,30,0,0.08,0.08,27.29,4.69,0.03,10,40,50,10,0,30,0,0.08,0.08,27.29
Sri Lanka,Malaysia,2012,Import,Fuels,84594.8,15.37,6.31,7.74,22,40.91,50,9.09,0,30,0,97024.92,97090.69,843.83,6.31,7.74,22,40.91,50,9.09,0,30,0,97024.92,97090.69,843.83
Sri Lanka,Netherlands,2012,Import,Fuels,377.39,0.48,4.79,6.26,21,33.33,57.14,9.52,0,30,0,44.49,136.42,147.43,4.79,6.26,21,33.33,57.14,9.52,0,30,0,44.49,136.42,147.43
Sri Lanka,New Zealand,2012,Import,Fuels,299.59,0.12,0,0,2,0,100,0,0,0,0,0,0,416.9,0,0,2,0,100,0,0,0,0,0,0,416.9
Sri Lanka,"Other Asia, nes",2012,Import,Fuels,18341.18,4.79,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Oman,2012,Import,Fuels,333630.16,95.52,2.6,0.96,20,30,60,10,0,30,0,51246.24,237635.36,511177.6,2.6,0.96,20,30,60,10,0,30,0,51246.24,237635.36,511177.6
Sri Lanka,Qatar,2012,Import,Fuels,35676.31,50,5.21,8.94,16,37.5,50,12.5,0,30,0,36769.24,39221.99,0,5.21,8.94,16,37.5,50,12.5,0,30,0,36769.24,39221.99,0
Sri Lanka,Saudi Arabia,2012,Import,Fuels,541118.05,88.51,6.13,2.11,19,36.84,52.63,10.53,0,30,0,30286.67,34067.03,105145.57,6.13,2.11,19,36.84,52.63,10.53,0,30,0,30286.67,34067.03,105145.57
Sri Lanka,Singapore,2012,Import,Fuels,614694.61,47.77,5.43,7.29,32,40.63,53.13,6.25,0,30,0,1376569.72,1376590.52,68861.77,5.43,7.29,32,40.63,53.13,6.25,0,30,0,1376569.72,1376590.52,68861.77
Sri Lanka,Sweden,2012,Import,Fuels,128.78,0.17,3.13,5.6,11,36.36,54.55,9.09,0,30,0,218.01,218.01,146.67,3.13,5.6,11,36.36,54.55,9.09,0,30,0,218.01,218.01,146.67
Sri Lanka,Thailand,2012,Import,Fuels,2218.58,0.48,5.81,9.09,22,36.36,54.55,9.09,0,30,0,12799.64,12804.2,357.22,5.81,9.09,22,36.36,54.55,9.09,0,30,0,12799.64,12804.2,357.22
Sri Lanka,Turkey,2012,Import,Fuels,33.05,0.06,9.84,12.47,12,50,41.67,8.33,0,30,0,31.08,74.34,1.09,9.84,12.47,12,50,41.67,8.33,0,30,0,31.08,74.34,1.09
Sri Lanka,Unspecified,2012,Import,Fuels,99.69,0.18,13.13,9.8,11,54.55,36.36,9.09,0,30,0,145.14,156.93,0,13.13,9.8,11,54.55,36.36,9.09,0,30,0,145.14,156.93,0
Sri Lanka,United States,2012,Import,Fuels,706.17,0.3,5.76,6.14,28,39.29,53.57,7.14,0,30,0,344.57,473.03,322.92,5.76,6.14,28,39.29,53.57,7.14,0,30,0,344.57,473.03,322.92
Sri Lanka, World,2012,Import,Fuels,3829995.95,21.41,5.38,4.59,610,37.54,53.77,8.69,0,30,0,2396256.45,2604847.53,1594506.52,4.06,4.59,57,36.84,57.89,0.49,0,30,0,2396256.45,2604847.53,1594506.52
Sri Lanka,East Asia & Pacific,2012,Import,Fuels,837152.98,11.41,5.38,6.93,183,38.25,54.1,7.65,0,30,0,1519936.95,1522735.26,172294.67,3.64,6.93,43,32.56,62.79,1.09,0,30,0,1519936.95,1522735.26,172294.67
Sri Lanka,Europe & Central Asia,2012,Import,Fuels,17169.32,0.74,4.8,7.33,170,36.47,55.29,8.24,0,30,0,4959.94,5129.25,1264.86,3.98,7.33,38,31.58,63.16,1.18,0,30,0,4959.94,5129.25,1264.86
Sri Lanka,Latin America & Caribbean,2012,Import,Fuels,64.12,0.04,9.38,9.38,18,44.44,44.44,11.11,0,30,0,35.36,35.36,0,9.38,9.38,9,44.44,44.44,5.56,0,30,0,35.36,35.36,0
Sri Lanka,Middle East & North Africa,2012,Import,Fuels,2439619.79,77.74,5.22,1.83,125,36,53.6,10.4,0,30,0,351333.27,554716.84,1395229.91,5.38,1.83,29,37.93,55.17,1.6,0,30,0,351333.27,554716.84,1395229.91
Sri Lanka,North America,2012,Import,Fuels,715.23,0.13,6.18,6.3,39,41.03,51.28,7.69,0,30,0,354.11,494.27,323.51,5.76,6.3,28,39.29,53.57,5.13,0,30,0,354.11,494.27,323.51
Sri Lanka,South Asia,2012,Import,Fuels,516833.63,13.22,5.74,7.66,38,36.84,55.26,7.89,0,30,0,438762.09,439496.67,5625.61,5.51,7.66,29,34.48,58.62,5.26,0,30,0,438762.09,439496.67,5625.61
Sri Lanka,United Arab Emirates,2013,Import,Fuels,967071.27,78.98,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Australia,2013,Import,Fuels,118.32,0.06,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Austria,2013,Import,Fuels,71.84,0.16,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Belgium,2013,Import,Fuels,415.79,0.19,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Bahrain,2013,Import,Fuels,54650.7,98.41,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Brazil,2013,Import,Fuels,12.18,0.01,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Canada,2013,Import,Fuels,21.83,0.01,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Switzerland,2013,Import,Fuels,1.55,0,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,China,2013,Import,Fuels,22367.4,0.76,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Czech Republic,2013,Import,Fuels,0.29,0,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Germany,2013,Import,Fuels,341.14,0.09,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Djibouti,2013,Import,Fuels,0.11,6.07,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Denmark,2013,Import,Fuels,6.69,0.01,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Spain,2013,Import,Fuels,55.67,0.12,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Estonia,2013,Import,Fuels,11.06,0.36,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Finland,2013,Import,Fuels,0.26,0,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,France,2013,Import,Fuels,3436.56,2.55,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,United Kingdom,2013,Import,Fuels,845.15,0.3,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Greece,2013,Import,Fuels,1.94,0.04,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,"Hong Kong, China",2013,Import,Fuels,238.66,0.06,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Indonesia,2013,Import,Fuels,102085.73,23.16,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,India,2013,Import,Fuels,445094.91,14.24,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Ireland,2013,Import,Fuels,9.91,0.11,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,"Iran, Islamic Rep.",2013,Import,Fuels,12.88,0.11,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Israel,2013,Import,Fuels,0.25,0,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Italy,2013,Import,Fuels,122.47,0.05,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Japan,2013,Import,Fuels,2235.63,0.33,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,"Korea, Rep.",2013,Import,Fuels,10969.31,3.67,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Kuwait,2013,Import,Fuels,964.01,5.49,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Maldives,2013,Import,Fuels,27.36,0.21,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Mexico,2013,Import,Fuels,23.18,0.48,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Malaysia,2013,Import,Fuels,97934.52,17.2,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Netherlands,2013,Import,Fuels,283.86,0.33,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Norway,2013,Import,Fuels,0.06,0,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,New Zealand,2013,Import,Fuels,416.9,0.19,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,"Other Asia, nes",2013,Import,Fuels,82073.32,18.05,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Oman,2013,Import,Fuels,748812.96,96.78,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Poland,2013,Import,Fuels,349.76,2.68,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Qatar,2013,Import,Fuels,39221.99,42.56,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Saudi Arabia,2013,Import,Fuels,139212.59,61.42,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Singapore,2013,Import,Fuels,1445452.29,80.38,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Sweden,2013,Import,Fuels,364.68,0.52,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Seychelles,2013,Import,Fuels,12.29,0.47,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Thailand,2013,Import,Fuels,13161.42,3.08,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Turkey,2013,Import,Fuels,75.43,0.19,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Unspecified,2013,Import,Fuels,156.93,0.29,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,United States,2013,Import,Fuels,795.95,0.23,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Vietnam,2013,Import,Fuels,49.75,0.03,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka, World,2013,Import,Fuels,4199354.05,23.42,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,South Africa,2013,Import,Fuels,19765.3,54.35,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,East Asia & Pacific,2013,Import,Fuels,1695029.93,20.52,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Europe & Central Asia,2013,Import,Fuels,6394.11,0.29,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Latin America & Caribbean,2013,Import,Fuels,35.36,0.02,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Middle East & North Africa,2013,Import,Fuels,1949946.75,77.69,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,North America,2013,Import,Fuels,817.78,0.13,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,South Asia,2013,Import,Fuels,445122.28,12.56,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Sub-Saharan Africa,2013,Import,Fuels,19777.59,21.75,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Albania,2014,Import,Fuels,6.9,7.32,0,0,1,0,100,0,0,0,0,0,0,6.9,0,0,1,0,100,0,0,0,0,0,0,6.9
Sri Lanka,United Arab Emirates,2014,Import,Fuels,1518282.05,86.47,5.07,1.56,25,36,64,0,0,25,0,0,340300.5,1177981.56,5.07,1.56,25,36,64,0,0,25,0,0,340300.5,1177981.56
Sri Lanka,Australia,2014,Import,Fuels,65.15,0.03,5.09,0.95,11,45.45,54.55,0,0,25,0,0,7.93,57.23,5.09,0.95,11,45.45,54.55,0,0,25,0,0,7.93,57.23
Sri Lanka,Austria,2014,Import,Fuels,0.01,0,15,15,1,100,0,0,0,15,15,0,0.01,0,15,15,1,100,0,0,0,15,15,0,0.01,0
Sri Lanka,Belgium,2014,Import,Fuels,223.88,0.22,5.05,3.53,15,40,60,0,0,25,0,0,87.38,136.51,5.05,3.53,15,40,60,0,0,25,0,0,87.38,136.51
Sri Lanka,Bahrain,2014,Import,Fuels,16536.25,88.79,3.89,6.17,10,40,60,0,0,25,0,0,13110.04,3426.21,3.89,6.17,10,40,60,0,0,25,0,0,13110.04,3426.21
Sri Lanka,Brazil,2014,Import,Fuels,50.09,0.04,7.78,7.78,9,44.44,55.56,0,0,25,0,0,50.09,0,7.78,7.78,9,44.44,55.56,0,0,25,0,0,50.09,0
Sri Lanka,Canada,2014,Import,Fuels,14.34,0,7.59,7.53,11,54.55,45.45,0,0,25,0,0,14.34,0,7.59,7.53,11,54.55,45.45,0,0,25,0,0,14.34,0
Sri Lanka,Switzerland,2014,Import,Fuels,4.08,0,3.89,7.64,10,40,60,0,0,25,0,0,4.01,0.07,3.89,7.64,10,40,60,0,0,25,0,0,4.01,0.07
Sri Lanka,China,2014,Import,Fuels,266882.24,7.82,4.42,7.58,29,34.48,65.52,0,0,25,0,0,265534.62,1347.61,4.42,7.58,29,34.48,65.52,0,0,25,0,0,265534.62,1347.61
Sri Lanka,Germany,2014,Import,Fuels,550.26,0.17,3.28,7.39,31,29.03,70.97,0,0,25,0,0,482.49,67.78,3.28,7.39,31,29.03,70.97,0,0,25,0,0,482.49,67.78
Sri Lanka,Denmark,2014,Import,Fuels,5.17,0.01,7.5,3.47,2,50,50,0,0,15,0,0,1.2,3.98,7.5,3.47,2,50,50,0,0,15,0,0,1.2,3.98
Sri Lanka,"Egypt, Arab Rep.",2014,Import,Fuels,0.63,0,15,15,1,100,0,0,0,15,15,0,0.63,0,15,15,1,100,0,0,0,15,15,0,0.63,0
Sri Lanka,Spain,2014,Import,Fuels,28.9,0.06,3.89,0.35,10,40,60,0,0,25,0,0,1.28,27.61,3.89,0.35,10,40,60,0,0,25,0,0,1.28,27.61
Sri Lanka,France,2014,Import,Fuels,177.57,0.11,5.39,6.13,14,35.71,64.29,0,0,25,0,0,177.57,0,5.39,6.13,14,35.71,64.29,0,0,25,0,0,177.57,0
Sri Lanka,United Kingdom,2014,Import,Fuels,879.54,0.3,3.98,2.83,27,33.33,66.67,0,0,25,0,0,317.24,562.31,3.98,2.83,27,33.33,66.67,0,0,25,0,0,317.24,562.31
Sri Lanka,Greece,2014,Import,Fuels,4.86,0.07,7.5,0.33,2,50,50,0,0,15,0,0,0.11,4.75,7.5,0.33,2,50,50,0,0,15,0,0,0.11,4.75
Sri Lanka,"Hong Kong, China",2014,Import,Fuels,247.03,0.07,3.8,0.02,15,40,60,0,0,25,0,0,0.74,246.29,3.8,0.02,15,40,60,0,0,25,0,0,0.74,246.29
Sri Lanka,Indonesia,2014,Import,Fuels,232158.68,39.3,1.56,0.02,14,28.57,71.43,0,0,25,0,0,538.43,231620.25,1.56,0.02,14,28.57,71.43,0,0,25,0,0,538.43,231620.25
Sri Lanka,India,2014,Import,Fuels,669063.64,16.82,3.73,6.39,32,31.25,68.75,0,0,25,0,0,662223.71,6839.93,3.73,6.39,32,31.25,68.75,0,0,25,0,0,662223.71,6839.93
Sri Lanka,Ireland,2014,Import,Fuels,19.54,0.14,0,0,1,0,100,0,0,0,0,0,0,19.54,0,0,1,0,100,0,0,0,0,0,0,19.54
Sri Lanka,"Iran, Islamic Rep.",2014,Import,Fuels,19.33,0.25,3.89,2.77,10,40,60,0,0,25,0,0,6.87,12.46,3.89,2.77,10,40,60,0,0,25,0,0,6.87,12.46
Sri Lanka,Italy,2014,Import,Fuels,108.62,0.04,6.06,4.78,14,42.86,57.14,0,0,25,0,0,60.28,48.34,6.06,4.78,14,42.86,57.14,0,0,25,0,0,60.28,48.34
Sri Lanka,Japan,2014,Import,Fuels,2980.76,0.32,3.25,7.71,16,37.5,62.5,0,0,25,0,0,2974.35,6.41,3.25,7.71,16,37.5,62.5,0,0,25,0,0,2974.35,6.41
Sri Lanka,"Korea, Rep.",2014,Import,Fuels,58554.36,14.15,3.7,7.71,22,31.82,68.18,0,0,25,0,0,58407.85,146.51,3.7,7.71,22,31.82,68.18,0,0,25,0,0,58407.85,146.51
Sri Lanka,Kuwait,2014,Import,Fuels,1130.8,5.11,8.59,4.38,15,40,60,0,0,25,0,0,1130.8,0,8.59,4.38,15,40,60,0,0,25,0,0,1130.8,0
Sri Lanka,Maldives,2014,Import,Fuels,0.06,0,0,0,1,0,100,0,0,0,0,0,0,0.06,0,0,1,0,100,0,0,0,0,0,0,0.06
Sri Lanka,Mexico,2014,Import,Fuels,23.17,0.3,7.78,7.78,9,44.44,55.56,0,0,25,0,0,23.17,0,7.78,7.78,9,44.44,55.56,0,0,25,0,0,23.17,0
Sri Lanka,Malaysia,2014,Import,Fuels,166221.91,23.22,4.53,6.93,22,36.36,63.64,0,0,25,0,0,161991.61,4230.31,4.53,6.93,22,36.36,63.64,0,0,25,0,0,161991.61,4230.31
Sri Lanka,Netherlands,2014,Import,Fuels,368.88,0.44,5.1,5.27,20,40,60,0,0,25,0,0,261.14,107.74,5.1,5.27,20,40,60,0,0,25,0,0,261.14,107.74
Sri Lanka,New Zealand,2014,Import,Fuels,638.94,0.25,0,0,2,0,100,0,0,0,0,0,0,638.94,0,0,2,0,100,0,0,0,0,0,0,638.94
Sri Lanka,"Other Asia, nes",2014,Import,Fuels,918.28,0.21,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Oman,2014,Import,Fuels,318663.64,91.43,2.59,0.59,13,30.77,69.23,0,0,25,0,0,24203.76,294459.88,2.59,0.59,13,30.77,69.23,0,0,25,0,0,24203.76,294459.88
Sri Lanka,Poland,2014,Import,Fuels,147.04,0.84,3,3,5,20,80,0,0,15,0,0,147.04,0,3,3,5,20,80,0,0,15,0,0,147.04,0
Sri Lanka,"Korea, Dem. Rep.",2014,Import,Fuels,24.47,0.23,1.5,2.85,6,16.67,83.33,0,0,15,0,0,23.22,1.25,1.5,2.85,6,16.67,83.33,0,0,15,0,0,23.22,1.25
Sri Lanka,Qatar,2014,Import,Fuels,6142.16,9.71,0,0,2,0,100,0,0,0,0,0,0,6142.16,0,0,2,0,100,0,0,0,0,0,0,6142.16
Sri Lanka,Romania,2014,Import,Fuels,17.28,0.12,3,3,5,20,80,0,0,15,0,0,17.28,0,3,3,5,20,80,0,0,15,0,0,17.28,0
Sri Lanka,Russian Federation,2014,Import,Fuels,65204.58,25.05,0,0,1,0,100,0,0,0,0,0,0,65204.58,0,0,1,0,100,0,0,0,0,0,0,65204.58
Sri Lanka,Saudi Arabia,2014,Import,Fuels,33050.04,23.17,3.59,7.04,16,31.25,68.75,0,0,25,0,0,29962.52,3087.52,3.59,7.04,16,31.25,68.75,0,0,25,0,0,29962.52,3087.52
Sri Lanka,Singapore,2014,Import,Fuels,1003234.7,78.99,2.4,6.16,31,25.81,74.19,0,0,25,0,0,1000788.56,2446.14,2.4,6.16,31,25.81,74.19,0,0,25,0,0,1000788.56,2446.14
Sri Lanka,Sweden,2014,Import,Fuels,89.38,0.16,7.59,7.71,11,45.45,54.55,0,0,25,0,0,88.43,0.95,7.59,7.71,11,45.45,54.55,0,0,25,0,0,88.43,0.95
Sri Lanka,Eswatini,2014,Import,Fuels,0.05,0,7.78,7.78,9,44.44,55.56,0,0,25,0,0,0.05,0,7.78,7.78,9,44.44,55.56,0,0,25,0,0,0.05,0
Sri Lanka,Thailand,2014,Import,Fuels,31552.68,6.83,2.61,7.53,19,31.58,68.42,0,0,25,0,0,30553.76,998.91,2.61,7.53,19,31.58,68.42,0,0,25,0,0,30553.76,998.91
Sri Lanka,Turkey,2014,Import,Fuels,67.72,0.13,5.09,5.92,11,45.45,54.55,0,0,25,0,0,52.93,14.79,5.09,5.92,11,45.45,54.55,0,0,25,0,0,52.93,14.79
Sri Lanka,Ukraine,2014,Import,Fuels,11.33,0.23,7.78,7.78,9,44.44,55.56,0,0,25,0,0,11.33,0,7.78,7.78,9,44.44,55.56,0,0,25,0,0,11.33,0
Sri Lanka,United States,2014,Import,Fuels,988.01,0.2,4.29,4.99,27,33.33,66.67,0,0,25,0,0,554.06,433.95,4.29,4.99,27,33.33,66.67,0,0,25,0,0,554.06,433.95
Sri Lanka,Vietnam,2014,Import,Fuels,1853.89,0.96,3.89,0.33,11,36.36,63.64,0,0,25,0,0,79.24,1774.66,3.89,0.33,11,36.36,63.64,0,0,25,0,0,79.24,1774.66
Sri Lanka, World,2014,Import,Fuels,4397261.66,22.85,4.1,3.93,598,35.45,64.55,0,0,25,0,0,2595109.84,1802151.81,2.69,3.93,57,22.81,77.19,0,0,25,0,0,2595109.84,1802151.81
Sri Lanka,South Africa,2014,Import,Fuels,48.72,0.23,3.75,1.74,4,25,75,0,0,15,0,0,5.66,43.06,3.75,1.74,4,25,75,0,0,15,0,0,5.66,43.06
Sri Lanka,East Asia & Pacific,2014,Import,Fuels,1764414.82,19.79,3.33,5.71,198,32.83,67.17,0,0,25,0,0,1520900.3,243514.51,2.53,5.71,42,23.81,76.19,0,0,25,0,0,1520900.3,243514.51
Sri Lanka,Europe & Central Asia,2014,Import,Fuels,67915.57,3.28,4.6,0.19,190,36.84,63.16,0,0,25,0,0,1709.71,66205.86,2.72,0.19,40,25,75,0,0,25,0,0,1709.71,66205.86
Sri Lanka,Latin America & Caribbean,2014,Import,Fuels,73.26,0.04,7.78,7.78,18,44.44,55.56,0,0,25,0,0,73.26,0,7.78,7.78,9,44.44,55.56,0,0,25,0,0,73.26,0
Sri Lanka,Middle East & North Africa,2014,Import,Fuels,1893824.9,76.9,5.03,1.53,92,35.87,64.13,0,0,25,0,0,408715.11,1485109.79,5.9,1.53,26,38.46,61.54,0,0,25,0,0,408715.11,1485109.79
Sri Lanka,North America,2014,Import,Fuels,1002.35,0.12,4.91,5.02,38,39.47,60.53,0,0,25,0,0,568.4,433.95,4.29,5.02,27,33.33,66.67,0,0,25,0,0,568.4,433.95
Sri Lanka,South Asia,2014,Import,Fuels,669063.7,15.58,3.54,6.39,33,30.3,69.7,0,0,25,0,0,662223.71,6839.99,3.54,6.39,33,30.3,69.7,0,0,25,0,0,662223.71,6839.99
Sri Lanka,Sub-Saharan Africa,2014,Import,Fuels,48.77,0.08,4.56,1.75,13,38.46,61.54,0,0,25,0,0,5.71,43.06,4.56,1.75,13,38.46,61.54,0,0,25,0,0,5.71,43.06
Sri Lanka,Albania,2015,Import,Fuels,6.3,4.99,0,0,1,0,100,0,0,0,0,0,0,6.3,0,0,1,0,100,0,0,0,0,0,0,6.3
Sri Lanka,United Arab Emirates,2015,Import,Fuels,884174.2,82.4,4.42,1.33,27,33.33,59.26,7.41,0,25,0,161283.03,161343.06,722831.14,4.42,1.33,27,33.33,59.26,7.41,0,25,0,161283.03,161343.06,722831.14
Sri Lanka,Australia,2015,Import,Fuels,0.52,0,0,0,2,0,100,0,0,0,0,0,0,0.52,0,0,2,0,100,0,0,0,0,0,0,0.52
Sri Lanka,Austria,2015,Import,Fuels,1.08,0,5.42,7.83,11,45.45,45.45,9.09,0,25,0,0.87,0.99,0.1,5.42,7.83,11,45.45,45.45,9.09,0,25,0,0.87,0.99,0.1
Sri Lanka,Belgium,2015,Import,Fuels,382.56,0.26,2.5,5.43,17,29.41,58.82,11.76,0,25,0,244.55,244.55,138.01,2.5,5.43,17,29.41,58.82,11.76,0,25,0,244.55,244.55,138.01
Sri Lanka,Bahrain,2015,Import,Fuels,8520.66,34.14,2.92,4.04,12,33.33,58.33,8.33,0,25,0,3935.24,3935.24,4585.42,2.92,4.04,12,33.33,58.33,8.33,0,25,0,3935.24,3935.24,4585.42
Sri Lanka,Brazil,2015,Import,Fuels,35.75,0.03,8.75,8.75,9,44.44,44.44,11.11,0,25,0,35.75,35.75,0,8.75,8.75,9,44.44,44.44,11.11,0,25,0,35.75,35.75,0
Sri Lanka,Canada,2015,Import,Fuels,15.87,0.01,4.38,8.74,10,40,50,10,0,25,0,15.85,15.85,0.02,4.38,8.74,10,40,50,10,0,25,0,15.85,15.85,0.02
Sri Lanka,Switzerland,2015,Import,Fuels,10.83,0.01,8.75,8.75,9,44.44,44.44,11.11,0,25,0,10.83,10.83,0,8.75,8.75,9,44.44,44.44,11.11,0,25,0,10.83,10.83,0
Sri Lanka,China,2015,Import,Fuels,102272.99,2.74,3.59,7.69,30,30,63.33,6.67,0,25,0,97578.58,98189.69,4083.3,3.59,7.69,30,30,63.33,6.67,0,25,0,97578.58,98189.69,4083.3
Sri Lanka,Germany,2015,Import,Fuels,414.52,0.12,5.23,8.37,25,36,52,12,0,25,0,312.22,386.25,28.27,5.23,8.37,25,36,52,12,0,25,0,312.22,386.25,28.27
Sri Lanka,Denmark,2015,Import,Fuels,2.2,0.01,7.5,7.09,2,50,50,0,0,15,0,0,1.04,1.16,7.5,7.09,2,50,50,0,0,15,0,0,1.04,1.16
Sri Lanka,"Egypt, Arab Rep.",2015,Import,Fuels,2.32,0.01,15,15,1,100,0,0,0,15,15,0,2.32,0,15,15,1,100,0,0,0,15,15,0,2.32,0
Sri Lanka,Spain,2015,Import,Fuels,151.37,0.37,2.92,0.21,11,36.36,54.55,9.09,0,25,0,3.55,3.55,147.82,2.92,0.21,11,36.36,54.55,9.09,0,25,0,3.55,3.55,147.82
Sri Lanka,Estonia,2015,Import,Fuels,4.58,0.21,0,0,1,0,100,0,0,0,0,0,0,4.58,0,0,1,0,100,0,0,0,0,0,0,4.58
Sri Lanka,France,2015,Import,Fuels,155.6,0.13,5.83,7.27,19,36.84,52.63,10.53,0,25,0,154.69,155.36,0.24,5.83,7.27,19,36.84,52.63,10.53,0,25,0,154.69,155.36,0.24
Sri Lanka,United Kingdom,2015,Import,Fuels,957.82,0.2,4.42,3.26,26,34.62,57.69,7.69,0,25,0,348.81,361.04,596.77,4.42,3.26,26,34.62,57.69,7.69,0,25,0,348.81,361.04,596.77
Sri Lanka,Greece,2015,Import,Fuels,2.39,0.03,0,0,1,0,100,0,0,0,0,0,0,2.39,0,0,1,0,100,0,0,0,0,0,0,2.39
Sri Lanka,"Hong Kong, China",2015,Import,Fuels,15039.29,3.96,3.39,8.71,15,40,53.33,6.67,0,25,0,14969.11,14969.18,70.11,3.39,8.71,15,40,53.33,6.67,0,25,0,14969.11,14969.18,70.11
Sri Lanka,Indonesia,2015,Import,Fuels,39460.83,9.09,1.75,0,14,28.57,64.29,7.14,0,25,0,0.05,0.05,39460.78,1.75,0,14,28.57,64.29,7.14,0,25,0,0.05,0.05,39460.78
