Reporter Name,Partner Name,Year,Trade Flow,Product Group,Import (US$ Thousand),Import Product Share (%),AHS Simple Average (%),AHS Weighted Average (%),AHS Total Tariff Lines,AHS Dutiable Tariff Lines Share (%),AHS Duty Free Tariff Lines Share (%),AHS Specific Tariff Lines Share (%),AHS AVE Tariff Lines Share (%),AHS MaxRate (%),AHS MinRate (%),AHS SpecificDuty Imports (US$ Thousand),AHS Dutiable Imports (US$ Thousand),AHS Duty Free Imports (US$ Thousand),MFN Simple Average (%),MFN Weighted Average (%),MFN Total Tariff Lines,MFN Dutiable Tariff Lines Share (%),MFN Duty Free Tariff Lines Share (%),MFN Specific Tariff Lines Share (%),MFN AVE Tariff Lines Share (%),MFN MaxRate (%),MFN MinRate (%),MFN SpecificDuty Imports (US$ Thousand),MFN Dutiable Imports (US$ Thousand),MFN Duty Free Imports (US$ Thousand)
Sri Lanka,United Arab Emirates,2000,Import,Fuels,46551.72,33.29,7.71,4.16,17,94.12,5.88,0,0,25,0,0,12077.95,34473.76,7.71,4.16,17,94.12,5.88,0,0,25,0,0,12077.95,34473.76
Sri Lanka,Australia,2000,Import,Fuels,279.32,0.17,9.25,7.4,16,100,0,0,0,25,5,0,279.32,0,9.25,7.4,16,100,0,0,0,25,5,0,279.32,0
Sri Lanka,Austria,2000,Import,Fuels,0.15,0,10.63,15.42,13,100,0,0,0,25,5,0,0.15,0,10.63,15.42,13,100,0,0,0,25,5,0,0.15,0
Sri Lanka,Belgium,2000,Import,Fuels,33.81,0.02,8.75,6.27,18,100,0,0,0,25,5,0,33.81,0,8.75,6.27,18,100,0,0,0,25,5,0,33.81,0
Sri Lanka,Bahrain,2000,Import,Fuels,55720.23,97.64,16.25,16.25,12,100,0,0,0,25,10,0,55720.23,0,16.25,16.25,12,100,0,0,0,25,10,0,55720.23,0
Sri Lanka,Switzerland,2000,Import,Fuels,0.51,0,13.13,15.57,13,100,0,0,0,25,10,0,0.51,0,13.13,15.57,13,100,0,0,0,25,10,0,0.51,0
Sri Lanka,China,2000,Import,Fuels,544.99,0.22,7.5,9.45,4,100,0,0,0,10,5,0,544.99,0,7.5,9.45,4,100,0,0,0,10,5,0,544.99,0
Sri Lanka,Germany,2000,Import,Fuels,286.74,0.19,8.13,10.27,21,100,0,0,0,25,5,0,286.74,0,8.13,10.27,21,100,0,0,0,25,5,0,286.74,0
Sri Lanka,Denmark,2000,Import,Fuels,1.11,0.01,5,5,1,100,0,0,0,5,5,0,1.11,0,5,5,1,100,0,0,0,5,5,0,1.11,0
Sri Lanka,Spain,2000,Import,Fuels,8.81,0.09,5,5,1,100,0,0,0,5,5,0,8.81,0,5,5,1,100,0,0,0,5,5,0,8.81,0
Sri Lanka,France,2000,Import,Fuels,93.97,0.12,10.42,12.97,14,100,0,0,0,25,5,0,93.97,0,10.42,12.97,14,100,0,0,0,25,5,0,93.97,0
Sri Lanka,United Kingdom,2000,Import,Fuels,693.97,0.23,7.63,13.59,21,95.24,4.76,0,0,25,0,0,693.9,0.08,7.63,13.59,21,95.24,4.76,0,0,25,0,0,693.9,0.08
Sri Lanka,"Hong Kong, China",2000,Import,Fuels,607.85,0.12,9.25,7.26,16,100,0,0,0,25,5,0,607.85,0,9.25,7.26,16,100,0,0,0,25,5,0,607.85,0
Sri Lanka,Indonesia,2000,Import,Fuels,35.83,0.02,5,5,1,100,0,0,0,5,5,0,35.83,0,5,5,1,100,0,0,0,5,5,0,35.83,0
Sri Lanka,India,2000,Import,Fuels,558.38,0.09,4.75,4.75,25,100,0,0,0,4.75,4.75,0,558.38,0,7.59,11.05,25,100,0,0,0,25,5,0,558.38,0
Sri Lanka,"Iran, Islamic Rep.",2000,Import,Fuels,198552.34,99.55,6.67,0.02,6,83.33,16.67,0,0,10,0,0,489.13,198063.2,6.67,0.02,6,83.33,16.67,0,0,10,0,0,489.13,198063.2
Sri Lanka,Israel,2000,Import,Fuels,114.02,0.28,10,10,1,100,0,0,0,10,10,0,114.02,0,10,10,1,100,0,0,0,10,10,0,114.02,0
Sri Lanka,Italy,2000,Import,Fuels,31.8,0.05,10.42,6.47,14,100,0,0,0,25,5,0,31.8,0,10.42,6.47,14,100,0,0,0,25,5,0,31.8,0
Sri Lanka,Jordan,2000,Import,Fuels,10.21,1.26,16.25,16.25,12,100,0,0,0,25,10,0,10.21,0,16.25,16.25,12,100,0,0,0,25,10,0,10.21,0
Sri Lanka,Japan,2000,Import,Fuels,637.13,0.1,8.13,9.59,21,100,0,0,0,25,5,0,637.13,0,8.13,9.59,21,100,0,0,0,25,5,0,637.13,0
Sri Lanka,"Korea, Rep.",2000,Import,Fuels,40.04,0.01,7.66,11.76,19,100,0,0,0,25,5,0,40.04,0,7.66,11.76,19,100,0,0,0,25,5,0,40.04,0
Sri Lanka,Mexico,2000,Import,Fuels,0.9,0.1,16.25,16.25,12,100,0,0,0,25,10,0,0.9,0,16.25,16.25,12,100,0,0,0,25,10,0,0.9,0
Sri Lanka,Malaysia,2000,Import,Fuels,72380.36,33.94,7.03,0.02,19,94.74,5.26,0,0,25,0,0,209.08,72171.28,7.03,0.02,19,94.74,5.26,0,0,25,0,0,209.08,72171.28
Sri Lanka,Netherlands,2000,Import,Fuels,111.75,0.13,8.75,8.61,14,100,0,0,0,25,5,0,111.75,0,8.75,8.61,14,100,0,0,0,25,5,0,111.75,0
Sri Lanka,Norway,2000,Import,Fuels,0.03,0,16.25,16.25,12,100,0,0,0,25,10,0,0.03,0,16.25,16.25,12,100,0,0,0,25,10,0,0.03,0
Sri Lanka,New Zealand,2000,Import,Fuels,9.18,0.01,5,5,1,100,0,0,0,5,5,0,9.18,0,5,5,1,100,0,0,0,5,5,0,9.18,0
Sri Lanka,"Other Asia, nes",2000,Import,Fuels,429.87,0.11,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Pakistan,2000,Import,Fuels,12.18,0.02,7.5,6.75,2,100,0,0,0,10,5,0,12.18,0,7.5,6.75,2,100,0,0,0,10,5,0,12.18,0
Sri Lanka,Qatar,2000,Import,Fuels,4589.5,47.52,16.25,16.25,12,100,0,0,0,25,10,0,4589.5,0,16.25,16.25,12,100,0,0,0,25,10,0,4589.5,0
Sri Lanka,Saudi Arabia,2000,Import,Fuels,117757.38,89.68,9.06,2.15,15,93.33,6.67,0,0,25,0,0,15558.7,102198.68,9.06,2.15,15,93.33,6.67,0,0,25,0,0,15558.7,102198.68
Sri Lanka,Singapore,2000,Import,Fuels,70192.38,14.43,7.11,7.04,28,92.86,7.14,0,0,25,0,0,64140.64,6051.74,7.11,7.04,28,92.86,7.14,0,0,25,0,0,64140.64,6051.74
Sri Lanka,Sweden,2000,Import,Fuels,22.31,0.06,9.06,10.27,15,100,0,0,0,25,5,0,22.31,0,9.06,10.27,15,100,0,0,0,25,5,0,22.31,0
Sri Lanka,Thailand,2000,Import,Fuels,53.51,0.03,8.75,14.13,17,94.12,5.88,0,0,25,0,0,53.51,0,8.75,14.13,17,94.12,5.88,0,0,25,0,0,53.51,0
Sri Lanka,Turkey,2000,Import,Fuels,31.04,0.33,5,5,1,100,0,0,0,5,5,0,31.04,0,5,5,1,100,0,0,0,5,5,0,31.04,0
Sri Lanka,United States,2000,Import,Fuels,377.26,0.15,8.47,9.88,20,100,0,0,0,25,5,0,377.26,0,8.47,9.88,20,100,0,0,0,25,5,0,377.26,0
Sri Lanka, World,2000,Import,Fuels,571276.05,9.25,8.11,3.46,466,98.28,1.72,0,0,25,0,0,158317.29,412958.76,5.97,3.47,52,92.31,7.69,0,0,25,0,0,158317.29,412958.76
Sri Lanka,South Africa,2000,Import,Fuels,505.47,1.81,9.06,9.07,15,100,0,0,0,25,5,0,505.47,0,9.06,9.07,15,100,0,0,0,25,5,0,505.47,0
Sri Lanka,East Asia & Pacific,2000,Import,Fuels,144780.61,4.75,7.76,3.56,142,97.18,2.82,0,0,25,0,0,66557.58,78223.03,6.2,3.56,36,91.67,8.33,0,0,25,0,0,66557.58,78223.03
Sri Lanka,Europe & Central Asia,2000,Import,Fuels,1315.98,0.12,8.8,11.72,158,99.37,0.63,0,0,25,0,0,1315.91,0.08,7.17,11.72,30,96.67,3.33,0,0,25,0,0,1315.91,0.08
Sri Lanka,Latin America & Caribbean,2000,Import,Fuels,0.9,0,16.25,16.25,12,100,0,0,0,25,10,0,0.9,0,16.25,16.25,12,100,0,0,0,25,10,0,0.9,0
Sri Lanka,Middle East & North Africa,2000,Import,Fuels,423295.39,71.51,9.06,3.38,75,96,4,0,0,25,0,0,88559.74,334735.65,7.92,3.38,20,95,5,0,0,25,0,0,88559.74,334735.65
Sri Lanka,North America,2000,Import,Fuels,377.26,0.13,8.47,9.88,20,100,0,0,0,25,5,0,377.26,0,8.47,9.88,20,100,0,0,0,25,5,0,377.26,0
Sri Lanka,South Asia,2000,Import,Fuels,570.56,0.08,5.09,4.79,27,100,0,0,0,10,4.75,0,570.56,0,7.59,10.95,25,100,0,0,0,25,5,0,570.56,0
Sri Lanka,Sub-Saharan Africa,2000,Import,Fuels,505.47,1.47,9.06,9.07,15,100,0,0,0,25,5,0,505.47,0,9.06,9.07,15,100,0,0,0,25,5,0,505.47,0
Sri Lanka,United Arab Emirates,2001,Import,Fuels,55289.99,36.57,6.15,8.05,17,88.24,11.76,0,0,25,0,0,28216.37,27073.62,6.15,8.05,17,88.24,11.76,0,0,25,0,0,28216.37,27073.62
Sri Lanka,Australia,2001,Import,Fuels,226.79,0.14,7.69,10.5,16,93.75,6.25,0,0,25,0,0,223.58,3.21,7.69,10.5,16,93.75,6.25,0,0,25,0,0,223.58,3.21
Sri Lanka,Austria,2001,Import,Fuels,0.55,0.01,15.77,15.77,13,100,0,0,0,25,10,0,0.55,0,15.77,15.77,13,100,0,0,0,25,10,0,0.55,0
Sri Lanka,Belgium,2001,Import,Fuels,98.68,0.06,8.94,13.32,16,100,0,0,0,25,5,0,98.68,0,8.94,13.32,16,100,0,0,0,25,5,0,98.68,0
Sri Lanka,Bahrain,2001,Import,Fuels,18385.76,95.01,10.38,15.77,14,100,0,0,0,25,5,0,18385.76,0,10.38,15.77,14,100,0,0,0,25,5,0,18385.76,0
Sri Lanka,Bermuda,2001,Import,Fuels,5605.86,100,2.5,2.5,2,50,50,0,0,5,0,0,5605.86,0,2.5,2.5,2,50,50,0,0,5,0,0,5605.86,0
Sri Lanka,Switzerland,2001,Import,Fuels,59.06,0.08,8.15,10.41,17,94.12,5.88,0,0,25,0,0,58.98,0.08,8.15,10.41,17,94.12,5.88,0,0,25,0,0,58.98,0.08
Sri Lanka,China,2001,Import,Fuels,917.98,0.42,8.46,9.36,18,100,0,0,0,25,5,0,917.98,0,8.46,9.36,18,100,0,0,0,25,5,0,917.98,0
Sri Lanka,Germany,2001,Import,Fuels,164.8,0.12,8.68,10,19,100,0,0,0,25,5,0,164.8,0,8.68,10,19,100,0,0,0,25,5,0,164.8,0
Sri Lanka,Denmark,2001,Import,Fuels,0.76,0.01,15.77,15.77,13,100,0,0,0,25,10,0,0.76,0,15.77,15.77,13,100,0,0,0,25,10,0,0.76,0
Sri Lanka,Spain,2001,Import,Fuels,40.21,0.36,5,5,2,100,0,0,0,5,5,0,40.22,0,5,5,2,100,0,0,0,5,5,0,40.22,0
Sri Lanka,Finland,2001,Import,Fuels,0.03,0,15.77,15.77,13,100,0,0,0,25,10,0,0.03,0,15.77,15.77,13,100,0,0,0,25,10,0,0.03,0
Sri Lanka,France,2001,Import,Fuels,204.15,0.26,7.69,14.56,16,93.75,6.25,0,0,25,0,0,202.06,2.08,7.69,14.56,16,93.75,6.25,0,0,25,0,0,202.06,2.08
Sri Lanka,United Kingdom,2001,Import,Fuels,498.76,0.23,6.58,12.33,22,90.91,9.09,0,0,25,0,0,487.27,11.48,6.58,12.33,22,90.91,9.09,0,0,25,0,0,487.27,11.48
Sri Lanka,"Hong Kong, China",2001,Import,Fuels,661.51,0.13,7.63,9.3,18,94.44,5.56,0,0,25,0,0,661.51,0,7.63,9.3,18,94.44,5.56,0,0,25,0,0,661.51,0
Sri Lanka,Honduras,2001,Import,Fuels,0.26,100,2.5,2.5,2,50,50,0,0,5,0,0,0.26,0,2.5,2.5,2,50,50,0,0,5,0,0,0.26,0
Sri Lanka,India,2001,Import,Fuels,11429.45,1.9,4.48,6.2,24,95.83,4.17,0,0,25,0,0,11262.77,166.67,6.73,15.47,24,95.83,4.17,0,0,25,0,0,11262.77,166.67
Sri Lanka,Ireland,2001,Import,Fuels,192.53,3.28,7.5,9.33,2,100,0,0,0,10,5,0,192.53,0,7.5,9.33,2,100,0,0,0,10,5,0,192.53,0
Sri Lanka,"Iran, Islamic Rep.",2001,Import,Fuels,231008.64,98.91,5.83,0.02,6,66.67,33.33,0,0,10,0,0,468.86,230539.78,5.83,0.02,6,66.67,33.33,0,0,10,0,0,468.86,230539.78
Sri Lanka,Italy,2001,Import,Fuels,8.08,0.01,6.15,12.36,17,94.12,5.88,0,0,25,0,0,7.18,0.9,6.15,12.36,17,94.12,5.88,0,0,25,0,0,7.18,0.9
Sri Lanka,Japan,2001,Import,Fuels,618.15,0.18,6.89,9.78,23,95.65,4.35,0,0,25,0,0,614.34,3.82,6.89,9.78,23,95.65,4.35,0,0,25,0,0,614.34,3.82
Sri Lanka,"Korea, Rep.",2001,Import,Fuels,75.95,0.02,6.97,10.39,20,95,5,0,0,25,0,0,74.53,1.41,6.97,10.39,20,95,5,0,0,25,0,0,74.53,1.41
Sri Lanka,Maldives,2001,Import,Fuels,0.11,0,5,5,1,100,0,0,0,5,5,0,0.11,0,5,5,1,100,0,0,0,5,5,0,0.11,0
Sri Lanka,Malaysia,2001,Import,Fuels,93392.75,44.91,5.41,0.04,21,85.71,14.29,0,0,25,0,0,1168.99,92223.77,5.41,0.04,21,85.71,14.29,0,0,25,0,0,1168.99,92223.77
Sri Lanka,Netherlands,2001,Import,Fuels,131.35,0.17,5.96,7.94,18,88.89,11.11,0,0,25,0,0,103.39,27.96,5.96,7.94,18,88.89,11.11,0,0,25,0,0,103.39,27.96
Sri Lanka,New Zealand,2001,Import,Fuels,24.86,0.04,2.5,3.03,2,50,50,0,0,5,0,0,15.07,9.79,2.5,3.03,2,50,50,0,0,5,0,0,15.07,9.79
Sri Lanka,"Other Asia, nes",2001,Import,Fuels,363.02,0.11,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Oman,2001,Import,Fuels,49.89,1.4,15.77,15.77,13,100,0,0,0,25,10,0,49.89,0,15.77,15.77,13,100,0,0,0,25,10,0,49.89,0
Sri Lanka,Pakistan,2001,Import,Fuels,10.4,0.01,2.5,0.01,2,50,50,0,0,5,0,0,0.01,10.39,2.5,0.01,2,50,50,0,0,5,0,0,0.01,10.39
Sri Lanka,Philippines,2001,Import,Fuels,3.73,0.06,15.77,15.77,13,100,0,0,0,25,10,0,3.73,0,15.77,15.77,13,100,0,0,0,25,10,0,3.73,0
Sri Lanka,Saudi Arabia,2001,Import,Fuels,21765.33,61.06,7.65,3.2,18,88.89,11.11,0,0,25,0,0,5033.3,16732.03,7.65,3.2,18,88.89,11.11,0,0,25,0,0,5033.3,16732.03
Sri Lanka,Singapore,2001,Import,Fuels,62404.08,15.18,6.79,8.76,26,88.46,11.54,0,0,25,0,0,61736.66,667.42,6.79,8.76,26,88.46,11.54,0,0,25,0,0,61736.66,667.42
Sri Lanka,Sweden,2001,Import,Fuels,15.64,0.04,5,5,2,100,0,0,0,5,5,0,15.64,0,5,5,2,100,0,0,0,5,5,0,15.64,0
Sri Lanka,Thailand,2001,Import,Fuels,1361.46,0.92,9.42,3.52,16,93.75,6.25,0,0,25,0,0,1361.46,0,9.42,3.52,16,93.75,6.25,0,0,25,0,0,1361.46,0
Sri Lanka,Unspecified,2001,Import,Fuels,9.11,0.07,15.77,15.77,13,100,0,0,0,25,10,0,9.11,0,15.77,15.77,13,100,0,0,0,25,10,0,9.11,0
Sri Lanka,United States,2001,Import,Fuels,391.93,0.15,6.97,4.01,20,95,5,0,0,25,0,0,126.09,265.84,6.97,4.01,20,95,5,0,0,25,0,0,126.09,265.84
Sri Lanka, World,2001,Import,Fuels,505981.94,9.34,7.09,2.96,509,93.91,6.09,0,0,25,0,0,138092.13,367889.81,5.83,3.17,53,90.57,9.43,0,0,25,0,0,138092.13,367889.81
Sri Lanka,South Africa,2001,Import,Fuels,570.32,2.59,8.15,10.49,17,100,0,0,0,25,5,0,570.32,0,8.15,10.49,17,100,0,0,0,25,5,0,570.32,0
Sri Lanka,East Asia & Pacific,2001,Import,Fuels,159687.28,6.25,7.09,3.63,173,93.06,6.94,0,0,25,0,0,66777.86,92909.42,5.79,3.63,36,88.89,11.11,0,0,25,0,0,66777.86,92909.42
Sri Lanka,Europe & Central Asia,2001,Import,Fuels,1414.59,0.15,7.65,11.27,170,95.88,4.12,0,0,25,0,0,1372.1,42.5,6.05,11.27,27,88.89,11.11,0,0,25,0,0,1372.1,42.5
Sri Lanka,Latin America & Caribbean,2001,Import,Fuels,0.26,0,2.5,2.5,2,50,50,0,0,5,0,0,0.26,0,2.5,2.5,2,50,50,0,0,5,0,0,0.26,0
Sri Lanka,Middle East & North Africa,2001,Import,Fuels,326499.62,64.18,7.4,2.48,68,91.18,8.82,0,0,25,0,0,52154.18,274345.43,6.83,2.48,23,86.96,13.04,0,0,25,0,0,52154.18,274345.43
Sri Lanka,North America,2001,Import,Fuels,5997.79,2.03,6.47,2.6,22,90.91,9.09,0,0,25,0,0,5731.95,265.84,6.47,2.6,22,90.91,9.09,0,0,25,0,0,5731.95,265.84
Sri Lanka,South Asia,2001,Import,Fuels,11439.95,1.6,4.25,6.2,27,92.59,7.41,0,0,25,0,0,11262.9,177.06,6.73,15.46,24,95.83,4.17,0,0,25,0,0,11262.9,177.06
Sri Lanka,Sub-Saharan Africa,2001,Import,Fuels,570.32,2.16,8.15,10.49,17,100,0,0,0,25,5,0,570.32,0,8.15,10.49,17,100,0,0,0,25,5,0,570.32,0
Sri Lanka,United Arab Emirates,2002,Import,Fuels,117877.04,44.33,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Australia,2002,Import,Fuels,112.61,0.07,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Austria,2002,Import,Fuels,11.57,0.08,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Belgium,2002,Import,Fuels,261.56,0.16,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Bahrain,2002,Import,Fuels,90612.18,86.39,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Bermuda,2002,Import,Fuels,6539.14,100,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Switzerland,2002,Import,Fuels,7.27,0.01,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,China,2002,Import,Fuels,837.31,0.32,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Germany,2002,Import,Fuels,293.63,0.24,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Denmark,2002,Import,Fuels,7.78,0.06,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Spain,2002,Import,Fuels,78.97,0.65,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,France,2002,Import,Fuels,51.06,0.06,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,United Kingdom,2002,Import,Fuels,389.84,0.15,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Greece,2002,Import,Fuels,14447.87,94.61,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,"Hong Kong, China",2002,Import,Fuels,887.54,0.18,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Indonesia,2002,Import,Fuels,1404.89,0.95,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,India,2002,Import,Fuels,64383.23,7.72,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,"Iran, Islamic Rep.",2002,Import,Fuels,179718.55,97.88,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Italy,2002,Import,Fuels,13.48,0.02,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Japan,2002,Import,Fuels,415.6,0.12,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,"Korea, Rep.",2002,Import,Fuels,122.25,0.04,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Kuwait,2002,Import,Fuels,91499.51,94.41,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Malaysia,2002,Import,Fuels,64139.63,31.39,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Netherlands,2002,Import,Fuels,144.43,0.29,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,"Other Asia, nes",2002,Import,Fuels,294.84,0.1,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Oman,2002,Import,Fuels,114.31,5,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Pakistan,2002,Import,Fuels,15.28,0.02,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Philippines,2002,Import,Fuels,65.53,0.77,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Qatar,2002,Import,Fuels,7702.19,49.46,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Saudi Arabia,2002,Import,Fuels,133172.31,85.58,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Singapore,2002,Import,Fuels,55470.47,12.81,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Sweden,2002,Import,Fuels,33.73,0.06,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Thailand,2002,Import,Fuels,515.01,0.35,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Turkey,2002,Import,Fuels,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,United States,2002,Import,Fuels,295.7,0.14,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Vietnam,2002,Import,Fuels,6.33,0.12,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka, World,2002,Import,Fuels,835964.2,13.84,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,South Africa,2002,Import,Fuels,4021.55,13.54,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,East Asia & Pacific,2002,Import,Fuels,123977.16,4.79,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Europe & Central Asia,2002,Import,Fuels,15741.21,1.53,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Middle East & North Africa,2002,Import,Fuels,620696.09,70.35,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,North America,2002,Import,Fuels,6834.84,2.87,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,South Asia,2002,Import,Fuels,64398.51,6.89,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Sub-Saharan Africa,2002,Import,Fuels,4021.55,11.73,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Afghanistan,2003,Import,Fuels,26.91,9.89,5.56,5.56,9,44.44,55.56,0,0,20,0,0,26.91,0,5.56,5.56,9,44.44,55.56,0,0,20,0,0,26.91,0
Sri Lanka,United Arab Emirates,2003,Import,Fuels,52931.42,29.4,4.93,3.48,19,42.11,57.89,0,0,20,0,0,34920.49,18010.93,4.93,3.48,19,42.11,57.89,0,0,20,0,0,34920.49,18010.93
Sri Lanka,Australia,2003,Import,Fuels,120.31,0.12,4.08,4.41,15,66.67,33.33,0,0,20,0,0,120.31,0,4.08,4.41,15,66.67,33.33,0,0,20,0,0,120.31,0
Sri Lanka,Belgium,2003,Import,Fuels,50.16,0.03,4.89,3.98,12,58.33,41.67,0,0,20,0,0,50.16,0,4.89,3.98,12,58.33,41.67,0,0,20,0,0,50.16,0
Sri Lanka,Bahrain,2003,Import,Fuels,0.17,0,2,2,1,100,0,0,0,2,2,0,0.17,0,2,2,1,100,0,0,0,2,2,0,0.17,0
Sri Lanka,Canada,2003,Import,Fuels,0.09,0,2,2,1,100,0,0,0,2,2,0,0.09,0,2,2,1,100,0,0,0,2,2,0,0.09,0
Sri Lanka,Switzerland,2003,Import,Fuels,1438.33,1.42,7.08,5.56,19,52.63,47.37,0,0,20,0,0,1438.33,0,7.08,5.56,19,52.63,47.37,0,0,20,0,0,1438.33,0
Sri Lanka,China,2003,Import,Fuels,671.92,0.2,5.05,5.03,24,54.17,45.83,0,0,20,0,0,662.06,9.86,5.05,5.03,24,54.17,45.83,0,0,20,0,0,662.06,9.86
Sri Lanka,Germany,2003,Import,Fuels,296.03,0.21,5.63,5.32,24,62.5,37.5,0,0,20,0,0,296.03,0,5.63,5.32,24,62.5,37.5,0,0,20,0,0,296.03,0
Sri Lanka,Denmark,2003,Import,Fuels,1.29,0.01,3.19,5.18,11,54.55,45.45,0,0,20,0,0,1.29,0,3.19,5.18,11,54.55,45.45,0,0,20,0,0,1.29,0
Sri Lanka,Spain,2003,Import,Fuels,57.89,0.33,2,2,1,100,0,0,0,2,2,0,57.89,0,2,2,1,100,0,0,0,2,2,0,57.89,0
Sri Lanka,France,2003,Import,Fuels,718.71,0.51,4.87,2.77,20,50,50,0,0,20,0,0,718.71,0,4.87,2.77,20,50,50,0,0,20,0,0,718.71,0
Sri Lanka,United Kingdom,2003,Import,Fuels,10636.48,3.95,5.96,4.49,23,60.87,39.13,0,0,20,0,0,10636.47,0,5.96,4.49,23,60.87,39.13,0,0,20,0,0,10636.47,0
Sri Lanka,Greece,2003,Import,Fuels,8057.63,91.94,6.25,2.5,3,66.67,33.33,0,0,10,0,0,8057.63,0,6.25,2.5,3,66.67,33.33,0,0,10,0,0,8057.63,0
Sri Lanka,"Hong Kong, China",2003,Import,Fuels,464,0.08,5.19,2.38,21,47.62,52.38,0,0,20,0,0,463.85,0.15,5.19,2.38,21,47.62,52.38,0,0,20,0,0,463.85,0.15
Sri Lanka,Indonesia,2003,Import,Fuels,512.52,0.31,7.33,2.05,3,100,0,0,0,10,2,0,512.52,0,7.33,2.05,3,100,0,0,0,10,2,0,512.52,0
Sri Lanka,India,2003,Import,Fuels,196450.29,18.25,3.52,5.12,30,60,40,0,0,20,0,0,196449.91,0.38,3.74,5.12,30,60,40,0,0,20,0,0,196449.91,0.38
Sri Lanka,"Iran, Islamic Rep.",2003,Import,Fuels,246561.64,98.79,4,0,4,50,50,0,0,10,0,0,53.55,246508.09,4,0,4,50,50,0,0,10,0,0,53.55,246508.09
Sri Lanka,Italy,2003,Import,Fuels,8.16,0.01,7.33,3.73,6,100,0,0,0,10,2,0,8.16,0,7.33,3.73,6,100,0,0,0,10,2,0,8.16,0
Sri Lanka,Japan,2003,Import,Fuels,391.21,0.09,3.63,8.99,24,62.5,37.5,0,0,20,0,0,391.21,0,3.63,8.99,24,62.5,37.5,0,0,20,0,0,391.21,0
Sri Lanka,"Korea, Rep.",2003,Import,Fuels,86.73,0.03,5.73,4.62,18,61.11,38.89,0,0,20,0,0,86.33,0.41,5.73,4.62,18,61.11,38.89,0,0,20,0,0,86.33,0.41
Sri Lanka,Kuwait,2003,Import,Fuels,9433.32,54.94,5.56,5.56,9,44.44,55.56,0,0,20,0,0,9433.32,0,5.56,5.56,9,44.44,55.56,0,0,20,0,0,9433.32,0
Sri Lanka,Maldives,2003,Import,Fuels,7.59,0.03,2,2,1,100,0,0,0,2,2,0,7.59,0,2,2,1,100,0,0,0,2,2,0,7.59,0
Sri Lanka,Mexico,2003,Import,Fuels,2.43,0.3,5.56,5.56,9,44.44,55.56,0,0,20,0,0,2.43,0,5.56,5.56,9,44.44,55.56,0,0,20,0,0,2.43,0
